0	0	0.666666666666826	0
0.05	0	0.664308783959315	-0.0466171566936067
0.1	0	0.657278296591686	-0.0926433146423207
0.15	0	0.645703342971472	-0.137501695794937
0.2	0	0.6297930768192	-0.180643394416642
0.25	0	0.609831288385997	-0.221559927520989
0.3	0	0.586167927905826	-0.259794222309971
0.35	0	0.559208941761205	-0.294949675725636
0.4	0	0.529404892775655	-0.32669703570372
0.45	0	0.497238863656344	-0.354778975731277
0.5	0	0.463214137457643	-0.3790123537597
0.55	0	0.427842114934725	-0.399288254752225
0.6	0	0.391630871646608	-0.415570006370046
0.65	0	0.355074684988699	-0.427889425409588
0.7	0	0.318644780532012	-0.436341597081244
0.75	0	0.282781465126074	-0.441078510972438
0.8	0	0.247887736936032	-0.442301879271161
0.85	0	0.214324394011401	-0.440255448460481
0.9	0	0.182406605516517	-0.435217089604933
0.95	0	0.152401864211442	-0.427490918760107
1	0	0.124529204682776	-0.417399661581948
1.05	0	0.0989595480175364	-0.405277437689042
1.1	0	0.0758170184375703	-0.391463102608415
1.15	0	0.0551810692619883	-0.376294249282881
1.2	0	0.0370892530918743	-0.360101937602227
1.25	0	0.0215404732563797	-0.343206189328359
1.3	0	0.0084985597197358	-0.325912257089045
1.35	0	-0.00210397753245152	-0.308507649827585
1.4	0	-0.0103621512917609	-0.291259873398796
1.45	0	-0.0163947731118261	-0.274414824285746
1.5	0	-0.0203408997177882	-0.25819575721942
1.55	0	-0.0223565246867404	-0.242802734493995
1.6	0	-0.0226115658857799	-0.228412456589955
1.65	0	-0.0212871738389353	-0.215178370917687
1.7	0	-0.0185733610453492	-0.203230958341247
1.75	0	-0.0146669286323923	-0.192678105667409
1.8	0	-0.00976964593172409	-0.183605486138917
1.85	0	-0.00408662194222988	-0.176076888422135
1.9	0	0.00217520372074841	-0.170134456570023
1.95	0	0.00880852802082366	-0.165798827569487
2	0	0.0156071861190377	-0.163069177730068
2.05	0	0.0223677557254335	-0.161923212584662
2.1	0	0.0288913183898946	-0.16231715544517
2.15	0	0.0349854125884957	-0.164185805619664
2.2	0	0.0404661903013689	-0.167442747340815
2.25	0	0.045160763475053	-0.171980793709449
2.3	0	0.0489097012537002	-0.177672746080544
2.35	0	0.0515696151205052	-0.184372538480757
2.4	0	0.053015748972488	-0.191916819582163
2.45	0	0.0531444762021011	-0.200127002700008
2.5	0	0.0518755972418317	-0.208811788853163
2.55	0	0.0491543293539176	-0.217770140984318
2.6	0	0.0449528857767135	-0.226794660918832
2.65	0	0.0392715532114826	-0.235675296359025
2.7	0	0.0321391940830682	-0.24420328474818
2.75	0	0.0236131217497876	-0.252175225394316
2.8	0	0.0137783213346227	-0.259397161564459
2.85	0	0.00274601452091203	-0.265688550673348
2.9	0	-0.00934840806107036	-0.270886003018013
2.95	0	-0.022348039629	-0.274846677292082
3	0	-0.0360776272842908	-0.277451233525073
3.05	0	-0.050347174231445	-0.278606260183712
3.1	0	-0.0649558761932484	-0.278246110878238
3.15	0	-0.0796962854577477	-0.276334106371892
3.2	0	-0.0943585918091615	-0.272863078406171
3.25	0	-0.108734909507033	-0.267855252325455
3.3	0	-0.122623463199535	-0.261361484844854
3.35	0	-0.13583257261136	-0.253459890967345
3.4	0	-0.148184345599405	-0.244253909508612
3.45	0	-0.159518001045703	-0.233869869628195
3.5	0	-0.169692756501745	-0.222454130934815
